______________________________________________________________________________

YTD v1.44+                                                   (c) 2009-15 Pepak
http://www.pepak.net/ytd                                  http://www.pepak.net
______________________________________________________________________________

PODPOROVANÍ POSKYTOVATELÉ / SUPPORTED PROVIDERS
-----------------------------------------------

Prosím čtěte poznámky k protokolům RTMP a MS v souboru ytd.cz.txt.
Please read the notes to protocols RTMP and MS in file ytd.en.txt.

------------------------------------------------------------------------------
Poskytovatel        | Protokol | Pozn. | URL
StastneVdovy.cz     | HTTP     |       | http://www.stastnevdovy.cz/videa/idioti-hlupaci-sasci/silnicari-z-ny.html
SteamPowered.com    | HTTP     |       | http://store.steampowered.com/video/220
Stickam.com         | HTTP     |       | http://www.stickam.com/viewMedia.do?mId=188284575
Stream.cz           | HTTP     |       | http://www.stream.cz/video/437197-meziplyn-30
                    |          |       | http://www.stream.cz/profil/seznam.cz/safranjan?video_id=604024
Music.Stream.cz     | HTTP     |       | http://music.stream.cz/klip/268709-avril-lavigne-what-the-hell
StreetFire.com      | HTTP     |       | http://www.streetfire.net/video/porsche-911-gt2_2007066.htm
Studio-Plus.tv      | HTTP     |       | http://studio-plus.tv/?video_id=270
StupidVideos.com    | HTTP     |       | http://www.stupidvideos.com/tv/homepage_1/Amazing_Aquarium/
STV.sk              | RTMP     | 9     | http://www.stv.sk/online/archiv/spravy-stv?id=43633&scroll=
Super.cz            | HTTP     |       | http://www.super.cz/278385-misto-jidla-pije-divne-koktejly-a-na-figure-je-to-znat-nadherna-miss-predvedla-telo-v-nebezpecnych-satech.html
T-Music.cz          | HTTP     |       | http://www.t-music.cz/video/124044/
                    |          |       | http://www.t-music.cz/video/124044/embed/
Tangle.com          | HTTP     |       | http://www.tangle.com/view_video?viewkey=fe586286e688a7cb197e
TeacherTube.com     | HTTP     |       | http://teachertube.com/viewVideo.php?video_id=177149&title=Top_10_Mistakes_New_Teachers_Make
Ted.com             | RTMP     |       | http://www.ted.com/talks/lang/cze/beau_lotto_optical_illusions_show_how_we_see.html
ThatVideoSite.com   | HTTP     |       | http://www.thatvideosite.com/video/penguins_dont_like_water
TN.Nova.cz          | HTTP     | 6     | http://tn.nova.cz/magazin/hi-tech/veda/dnes-ve-13-14-mine-zemi-planetka-mozna-je-umela.html
TodaysBigThing.com  | HTTP     |       | http://www.todaysbigthing.com/2010/06/01
Tontuyau.com        | HTTP     |       | http://www.tontuyau.com/v.asp?id=21715
TopRecepty.cz       | HTTP     |       | http://www.toprecepty.cz/recept/18507-bramborak-+-videorecept/
TotallyCrap.com     | RTMP     |       | http://www.totallycrap.com/videos/videos_man_tries_to_commit_suicide_by_laying_under_a_truck/
TV.HNOnline.sk      | HTTP     |       | http://tv.hnonline.sk/c1-59663880-nemali-v-com-fakturovat-tak-sa-stali-jednotkou-video
TV2Nord.dk          | RTMP     |       | http://www.tv2nord.dk/arkiv/2011/11/10?video_id=30106&autoplay=1
TV4Play.se          | HTTP     |       | http://www.tv4play.se/sport/alpint?title=inga_svenska_skidskyttemedaljer&videoid=1295009
TV7.cz              | HTTP     |       | http://www.tv7.cz/?vid=1062
TVcom.cz            | MS       |       | http://bojove-sporty.tvcom.cz/video/545-budo-show-zlin-2006-dil-1.htm
                    | MS       |       | http://basketbal.tvcom.cz/Zapas/Soutez-U19-Extraliga/Cast-Zakladni/Pohlavi-Muzi/Sezona-2011-2012/10952-BC-Vysocina-BK-Kondori-Liberec.htm
TVLux.sk            | MS       |       | http://www.tvlux.sk/archiv/play/2511
TVNoe.tbsystem.cz   | HTTP     |       | http://tvnoe.tbsystem.cz/index.php?cs/videoarchiv/hlubinami-vesmiru-2010-04-12-mikulasek
TVNoviny.sk         | HTTP     | 8     | http://tvnoviny.sk/video/videospravy/televizne-noviny/2432970
TVPraha11.cz        | HTTP     |       | http://www.tvpraha11.cz/zastupitelstvo/index.php?file=9285&jednani=66
TVS.pl              | RTMP     |       | http://www.tvs.pl/informacje/32172,szpitalna_kapsula__szybsze_diagnozowanie_pacjentow_i_oszczednosc_czasu_dla_pracownikow_szpitala.html
TV-Vysocina.cz      | MS       | 9     | http://www.tv-vysocina.cz/index.php?page=2&datum=2011-12-16%2018:10:00&vselect1=4927&jednotlive=1
Tyzden.sk           | HTTP     |       | http://www.tyzden.sk/lampa/lampa-z-16-12-2010.html
Uloz.to             | HTTP     |       | http://www.uloz.to/live/xZT8KZZ/harry-potter-a-sexy-hermiona-avi
UStream.tv          | HTTP     |       | http://www.ustream.tv/recorded/7022540
VeeHD.com           | HTTP     |       | http://veehd.com/video/4639434_Solar-Sinter
VideaCesky.cz       | HTTP     |       | http://www.videacesky.cz/serialy/upoutavka-na-treti-radu-the-guild
Video.Google.com    | HTTP     |       | http://video.google.com/googleplayer.swf?docid=-3219629169575348946&hl=cs&fs=true
                    |          |       | http://video.google.com/videoplay?docid=-9077214414651731007&ei=y-8dS-n9JZ6q2wK7o-CRCA
Video.Nur.kz        | HTTP     |       | http://video.nur.kz/view=8irrnc87
Video.Tiscali.cz    | HTTP     |       | http://video.tiscali.cz/the-duty-calls-trailer-283 
VideoAlbumy.azet.sk | HTTP     |       | http://videoalbumy.azet.sk/land-rover/A1OFbSJBBXOF6yyp/
VideoBB.com         | HTTP     |       | http://www.videobb.com/video/oh53koNnCV5S
VideoClipsDump.com  | HTTP     |       | http://www.videoclipsdump.com/media/1951/Karate_Fail/
VideoPortal.sf.tv   | RTMP     |       | http://www.videoportal.sf.tv/video?id=b78196ea-a1b2-42e2-a554-a9b0ffa4a4bc
Videu.de            | HTTP     |       | http://www.videu.de/video/4etN3FlaaY
Vii.sk              | HTTP     |       | http://www.vii.sk/video/35sfxgmr0l/simpsonovi-23x13-fiesta-s-lizou/
Viki.com            | HTTP     |       | http://a1.vikiassets.com/channels/1565-secret-garden/videos/32690
                    |          |       | http://www.viki.com/channels/1565-secret-garden/videos/32690
Vimeo.com           | HTTP     |       | http://www.vimeo.com/10777111
Vine.co             | HTTP     |       | https://vine.co/v/blJBYtDQPd3
VitalMtb.com        | HTTP     |       | http://www.vitalmtb.com/videos/member/Practice-at-the-bmx-track,2631/bubb120491,1836
VKontakte.ru        | HTTP     |       | http://vkontakte.ru/video_ext.php?oid=98777833&id=159674868&hash=c4cd1179fb4e52d1&hd=1
                    |          |       | http://vk.com/video_ext.php?oid=106919938&id=161961696&hash=bb3e2d1a73bdb262
WeGame.com          | HTTP     |       | http://www.wegame.com/watch/Pick_up_the_can/
Wimp.com            | HTTP     |       | http://www.wimp.com/frazilice/
WordPress.tv        | HTTP     |       | http://wordpress.tv/2010/09/18/jane-wells-how-wordpress-decisions-get-made/
World-Club.net      | HTTP     |       | http://world-club.net/viewpage.php?page_id=7377
Wrzuta.pl           | HTTP     |       | http://w772.wrzuta.pl/film/7KI3ZUDHrUK/
                    |          |       | http://goovnoh.wrzuta.pl/audio/8U1t8UQ4f8W/
Yikers.com          | HTTP     |       | http://www.yikers.com/video_dog_and_turtle_eat_cereal_together.html
Youtu.be            | HTTP     |       | http://youtu.be/zJM_N3JG1yg
Youtube.com         | HTTP     |       | http://www.youtube.com/v/b5AWQ5aBjgE
                    |          |       | http://www.youtube.com/watch/v/b5AWQ5aBjgE
                    |          |       | http://www.youtube.com/watch?v=b5AWQ5aBjgE
                    |          |       | http://www.youtube.com/embed/b5AWQ5aBjgE
                    |          |       | http://www.youtube.com/embedded/b5AWQ5aBjgE
                    |          |       | http://www.youtube.com/view_play_list?p=90D6E7C4DE68E49E
                    |          |       | http://www.youtube.com/titanicpiano14
                    |          |       | http://www.youtube.com/user/titanicpiano14
                    |          |       | http://www.youtube.com/attribution_link?a=k_jl_0XPJ9A&u=/watch%3Fv%3DdW9JY5KjjWI%26feature%3Dem-uploademail
                    | RTMP     |       | http://www.youtube.com/watch?v=KNalERXqSTE
Youtube-nocookie.com| HTTP     |       | http://www.youtube-nocookie.com/v/LiVxKci9Uto?version=3&hl=en_US
Z1TV.cz             | HTTP     |       | http://www.z1tv.cz/interview-z1/interview-z1-kobzanova-diana-1972.html?page=1
ZAKTV.cz            | HTTP     |       | http://www.zaktv.cz/cz/videos/index
Zapiks.fr           | HTTP     |       | http://www.zapiks.fr/open-air-episode-5-a-week-in.html
ZDF.de              | MS       |       | http://www.zdf.de/ZDFmediathek/beitrag/video/1246826/Vorschau-zur-Sendung-vom-09.03.2011#/beitrag/video/1308766/Ägypten---4-Geheimnis-des-ewigen-Lebens
ZkoukniTo.cz        | HTTP     |       | http://www.zkouknito.cz/video_59813_holcicka-strasila-medveda
Zmozek.cz           | HTTP     |       | http://www.zmozek.cz/textypisni.php?pisen=415
Zoznam.sk           | HTTP     |       | http://free.zoznam.sk/video/Splhajuci-buldozer
------------------------------------------------------------------------------
8teenXXX.com        | HTTP     | F     |
AdultLoop.com       | HTTP     | F     |
Beeg.com            | HTTP     | F     |
Brazzers.com        | HTTP     | F     |
Casting.xxx         | HTTP     | F,9   |
Dachix.com          | HTTP     | F     |
EmpFlix.com         | HTTP     | F     |
ExtremeTube.com     | HTTP     | F     |
FreePornoZdarma.cz  | HTTP     | F     |
FreeVideo.cz        | HTTP     | F     |
Gavin.xxx           | HTTP     | F     |
Grinvi.com          | HTTP     | F     |
HardSexTube.com     | HTTP     | F     |
JenProMuze.cz       | HTTP     | F     |
KeezMovies.com      | HTTP     | F     |
                    | HTTP     | F,9   | http://www.keezmovies.com/embed_player.php?vid=...
MachoVideo.com      | HTTP     | F     |
MegaPorn.com        | HTTP     | F     |
MentalZero.com      | HTTP     | F     |
MojePorno.sk        | HTTP     | F     |
Motherless.com      | HTTP     | F,9   |
PornHost.com        | HTTP     | F     |
PornHub.com         | HTTP     | F     |
PornoTube.com       | HTTP     | F     |
PornoZdarma.cz      | HTTP     | F     |
PornTube.com        | HTTP     | F     |
RawTube.com         | HTTP     | F     |
RedTube.com         | HTTP     | F     |
Rude.com            | HTTP     | F     |
Sex-Doma.cz         | HTTP     | F     |
Shufuni.com         | HTTP     | F     |
SlutLoad.com        | HTTP     | F     |
SpankingTube.com    | HTTP     | F     |
SpankWire.com       | HTTP     | F     |
TeenMpegs.com       | HTTP     | F     |
TheYNC.com          | HTTP     | F     |
TnaFlix.com         | HTTP     | F     |
Tube8.com           | HTTP     | F     |
TubeSSS.com         | HTTP     | F     |
XHamster.com        | HTTP     | F     |
XNXX.com            | HTTP     | F     |
XTube.com           | HTTP     | F     |
XVideoHost.com      | HTTP     | F     |
XVideos.com         | HTTP     | F     |
YouJizz.com         | HTTP     | F     |
YouPorn.com         | HTTP     | F     |
Yuvutu.com          | HTTP     | F     |
Zakulisi.cz         | HTTP     | F     |
ZlutySnih.cz        | HTTP     | F     |
Zvraceny.cz         | HTTP     | F     |
------------------------------------------------------------------------------

F ... Funkční pouze v plné (ne-lite) verzi YTD kvůli porno obsahu.

      Available only in the full (non-lite) version of YTD due to porn content.



N ... Nepodporováno.

      Not supported.



X ... Momentálně nefunkční.
      
      Currently non-working.



1 ... Načítání obsahu playlistů nezobrazuje žádný výstup a může trvat i dost
      dlouho. Nenechte se znervóznit tím, že se zdánlivě nic neděje.

      Please don't be concerned about an apparent lack of progress while
      processing playlist. Parsing long playlists can take quite a some time
      and doesn't produce any output while it is being done.



2 ... Poskytovatel je velmi nestabilní a běžně se stává, že jednu minutu video
      jde a druhou nejde. Je třeba to zkoušet.

      The provider is highly unstable and may start or stop working at any
      moment without any apparent reason. You need to keep trying.



3 ... Skutečným poskytovatelem je CeskaTelevize.cz.

      The real provider is CeskaTelevize.cz.



4 ... Není detekován skutečný název videa.

      The intended video name is not detected.



5 ... Některá videa jsou hostovaná na cizích serverech a nelze je stahovat
      přímo. Můžete však použít funkci "Přidat URL z HTML stránky".

      Some movies are hosted on third-party servers and can't be downloaded
      directly. You can use the function "Add URLs from HTML page".



6 ... Pozor: Nepodařilo se mi plně dekódovat způsob, jak se z URL článku dostat
      k URL videa. Z tohoto důvodu jsem použil velmi prasácký hack, který 
      postupně vyzkouší všechny servery, na kterých by video mohlo být. To je 
      za prvé pomalé, za druhé nespolehlivé a za třetí se snadno může stát, že 
      vás Nova za tento způsob útoku na jejich servery zabanuje.

      Note: I couldn't properly decode, how to get a video URL from a given
      article URL. In order to get this provider to work, I had to resort to 
      a very dirty hack, which sequentially tries a number of possible servers 
      to see if it can find the real one. That's slow, unreliable and above 
      all the provider could ban you for this kind of abuse of his servers.



7 ... Při použití command-line verze YTD je třeba věnovat pozornost správnému
      zapsání URL, aby vyhovovalo požadavkům příkazového interpretu (CMD.EXE).

      When using the command-line version of YTD, please make sure to properly
      escape the URL, so that it satisfied the requirements of command 
      interpreter (e.g. CMD.EXE).



8 ... Pro správnou funkci je vyžadován Secure Token. Jde o tajný řetězec,
      kterým se klient autentizuje serveru a potvrzuje tak, že je oprávněn
      si o média říkat. Získání tohoto tokenu je na vás - z právních důvodů
      ho neprozradím ani neřeknu, kde a jak ho získat.

      A Secure Token is required for proper function. Secure Token is a
      secret string, which is used to authentize the client to the server
      during the handshake. It's up to you to provide the token - YTD doesn't
      have it and I will not disclose either its value or how to get it, for
      legal reasons.



9 ... Název videa není detekován.

      Stream name is not detected.



10 .. Server podporuje a/nebo vyžaduje přihlášení. Přihlašovací údaje můžete
      nastavit v konfiguraci poskytovatele.

      The server supports and/or requires a login. You may set up the login
      info in the provider's configuration.
